NUMBER,X_IMAGE,Y_IMAGE,MAG_AUTO,MAGERR_AUTO,MAG_APER,MAGERR_APER,CLASS_STAR,FLUX_AUTO,FLUXERR_AUTO,FLUX_APER,FLUXERR_APER,ALPHA_J2000,DELTA_J2000,SNR,pointing
8727,8761.7227,3355.4314,30.1925,0.0634,30.1758,0.1478,0.703,0.1437538,0.008392046,0.1459836,0.01986934,214.8139686,52.8152558,17.12976787782145,nircam6
8733,6058.0737,3363.2954,29.3144,0.0844,29.5021,0.0797,0.091,0.3227275,0.02507604,0.2715102,0.01991486,214.8380022,52.8324812,12.869954745645645,nircam6
8738,8234.1611,3363.9783,29.0393,0.0673,29.3762,0.0708,0.108,0.4157869,0.0257686,0.3048702,0.01988452,214.818583,52.8186551,16.135408986130408,nircam6
8744,6000.0718,3361.4683,30.2696,0.0728,29.3227,0.0674,0.612,0.1339009,0.008971475,0.3202729,0.01988452,214.838539,52.8328399,14.925182313945031,nircam6
8754,6000.0083,3365.5623,30.0562,0.0598,29.4759,0.0776,0.715,0.1629774,0.008971475,0.2781349,0.01987946,214.8384965,52.8328624,18.16617668777988,nircam6
8785,8219.3848,3378.2158,30.7529,0.1024,31.1334,0.357,0.383,0.08579079,0.008086778,0.06042934,0.01986427,214.818565,52.8188258,10.608772739897152,nircam6
8796,7848.1177,3383.939,29.7976,0.0873,29.7898,0.1038,0.083,0.2068076,0.01663356,0.2082913,0.01989969,214.8218159,52.8212164,12.433153215547366,nircam6
8810,7739.3203,3384.7788,29.9332,0.1179,29.9144,0.1162,0.35,0.1825265,0.01980848,0.1857199,0.01986934,214.8227774,52.8219124,9.214563661623709,nircam6
8896,8496.0449,3419.7793,29.5907,0.0722,29.5363,0.0821,0.367,0.250219,0.01663356,0.263074,0.01988958,214.8156608,52.8172913,15.043021457823825,nircam6
8938,7807.855,3433.1917,29.8698,0.1246,29.9942,0.1251,0.086,0.1935031,0.02220327,0.1725549,0.0198744,214.821657,52.8217377,8.715072149282516,nircam6
8956,7390.0151,3438.0132,29.8524,0.0927,29.8951,0.1141,0.072,0.19662,0.01678409,0.189041,0.01985921,214.8253331,52.8244194,11.714665495716478,nircam6
9000,7993.0459,3455.3943,29.2194,0.0907,29.6811,0.0937,0.217,0.3522389,0.02941495,0.2302403,0.0198744,214.8197718,52.8206803,11.974825726373835,nircam6
9027,8179.9834,3457.5,30.2561,0.1108,30.6638,0.2315,0.63,0.1355668,0.01382597,0.0931316,0.01984907,214.8180825,52.8195035,9.805228855552269,nircam6
9039,7982.4858,3467.0366,28.774,0.0632,29.364,0.07,0.758,0.5308852,0.03091581,0.308329,0.01986934,214.8197435,52.8208102,17.171964764953593,nircam6
9098,4020.7009,3489.9253,28.8222,0.0595,29.0889,0.0544,0.007,0.5078387,0.02783327,0.3972492,0.0199098,214.8548558,52.8461093,18.24574331366742,nircam6
9103,8199.3105,3484.6912,30.0304,0.0876,29.7441,0.0996,0.69,0.1669021,0.01345721,0.217254,0.01991991,214.8176242,52.8195272,12.402429626943475,nircam6
9104,7507.3604,3487.793,29.5125,0.1072,29.9024,0.115,0.07,0.2689221,0.02653798,0.1877707,0.01988452,214.8237629,52.8239419,10.133480393006552,nircam6
9115,8193.4092,3513.7839,28.2741,0.0437,28.8764,0.0446,0.017,0.8413318,0.03386658,0.4831269,0.01985414,214.8173708,52.8197215,24.84253798287279,nircam6
9165,7672.3369,3507.3113,28.6333,0.055,29.1178,0.0559,0.744,0.6043703,0.03058865,0.3868102,0.01989969,214.8220861,52.8229985,19.757991934917037,nircam6
9170,8102.3701,3503.3372,29.8238,0.0809,29.8366,0.1082,0.102,0.2018787,0.01504562,0.1995063,0.01987946,214.8182926,52.8202439,13.417772082506405,nircam6
9172,7994.3701,3504.0061,29.9829,0.1045,29.8371,0.1082,0.041,0.1743548,0.01678409,0.1994215,0.0198744,214.8192487,52.8209339,10.388099682496936,nircam6
9173,7674.5581,3509.4832,28.9737,0.076,29.4603,0.0765,0.781,0.441691,0.03091581,0.2821679,0.01986427,214.8220434,52.8229961,14.286897221842159,nircam6
9187,8190.5273,3521.0024,28.0242,0.04,29.2993,0.0659,0.077,1.059065,0.0389769,0.3272424,0.01984907,214.8173206,52.8197787,27.17160677221636,nircam6
9197,8184.3989,3510.4658,28.3873,0.0404,29.107,0.0552,0.384,0.7580513,0.02819242,0.3906597,0.01986934,214.8174861,52.8197609,26.888479243711608,nircam6
9259,2380.1345,3545.5122,27.6028,0.0358,28.3762,0.0282,0.0,1.561294,0.0515372,0.7658533,0.01989969,214.8689227,52.8568313,30.294505716259323,nircam6
9267,8017.1587,3531.4937,29.6045,0.0848,29.4218,0.0739,0.708,0.2470576,0.01929389,0.2923279,0.01987946,214.8187564,52.8209372,12.80496571712599,nircam6
9284,8606.3057,3535.5112,29.0057,0.0331,28.9064,0.046,0.79,0.4288679,0.01307806,0.4699475,0.01992496,214.8134604,52.8172141,32.79292953236183,nircam6
9298,1937.6614,3538.3108,30.5267,0.1529,29.9941,0.1252,0.498,0.1056662,0.01487751,0.172577,0.01989969,214.8729513,52.8596031,7.102411626676776,nircam6
9301,6729.4175,3543.9629,28.9211,0.0807,29.4314,0.0745,0.129,0.4636406,0.0344556,0.2897789,0.0198744,214.8301118,52.8291888,13.456175483811048,nircam6
9330,5997.0098,3548.822,29.1787,0.0437,28.9592,0.0482,0.783,0.3656974,0.01470747,0.447634,0.0198744,214.8365956,52.8338694,24.86473880279885,nircam6
9392,8142.564,3572.6162,29.6007,0.1007,29.7091,0.0962,0.659,0.2479388,0.02298257,0.2243723,0.0198744,214.8172055,52.8203617,10.788123347388911,nircam6
9425,6007.5913,3586.0042,30.1729,0.0832,29.7247,0.0974,0.083,0.1463697,0.01121434,0.2211774,0.01982879,214.83611,52.8340026,13.052011977521637,nircam6
9453,4276.6777,3593.8391,29.014,0.0757,29.3289,0.0678,0.013,0.4256074,0.02967037,0.31846,0.01986934,214.8514773,52.8450434,14.344526205773638,nircam6
9462,8132.1807,3600.5034,27.984,0.0383,28.7145,0.0384,0.001,1.099033,0.03871792,0.5608084,0.01984907,214.8170047,52.820578,28.38564158405203,nircam6
9487,2336.8989,3609.5737,28.7066,0.0593,28.9402,0.0473,0.005,0.5648913,0.03083435,0.4555272,0.01985921,214.868635,52.8574515,18.32019484762935,nircam6
9497,7853.7065,3606.8027,29.9057,0.1016,29.7551,0.1002,0.091,0.1872075,0.01751737,0.215066,0.01984907,214.819422,52.822382,10.686963853592177,nircam6
9523,9437.6973,3609.8223,30.0605,0.1123,29.9666,0.1218,0.594,0.1623394,0.01678409,0.1770053,0.01985414,214.8052665,52.8123296,9.672219345820952,nircam6
9545,8100.21,3614.4146,29.4204,0.0681,29.5073,0.0798,0.126,0.2927276,0.01835867,0.2702038,0.01984907,214.8171435,52.8208562,15.944924114873244,nircam6
9579,5995.9448,3623.4824,29.7556,0.0555,29.4641,0.0768,0.725,0.2149684,0.01098777,0.2811609,0.01988958,214.8358197,52.8342787,19.564333800216062,nircam6
9589,8222.5645,3663.2668,28.4746,0.048,28.8842,0.045,0.001,0.6994445,0.03091581,0.4796382,0.0198744,214.8155386,52.8203418,22.62416866968713,nircam6
9608,2286.884,3640.6345,28.5779,0.0543,28.8958,0.0455,0.096,0.6359815,0.03179815,0.4745393,0.01986427,214.868755,52.8579368,20.000581794852845,nircam6
9628,8194.958,3639.543,30.0553,0.1097,29.7184,0.097,0.632,0.1631175,0.01648165,0.2224659,0.01986934,214.8160343,52.8203894,9.896915660749984,nircam6
9678,8180.8979,3658.5288,28.0315,0.0301,28.5551,0.0333,0.531,1.051966,0.02915729,0.6494657,0.01991486,214.81596,52.8205811,36.07900459884989,nircam6
9696,9092.8984,3666.0188,28.1817,0.046,28.9513,0.0478,0.01,0.916101,0.03878283,0.4509065,0.01985414,214.8077493,52.8148243,23.62130355108176,nircam6
9708,670.4684,3664.1565,29.958,0.0669,30.074,0.1346,0.632,0.1784089,0.01098777,0.16033,0.01986934,214.8829506,52.8683307,16.23704354932803,nircam6
9722,8255.1865,3679.8625,28.9485,0.0788,29.8033,0.1049,0.554,0.4520728,0.03281034,0.2057284,0.01986934,214.8150731,52.8202239,13.77836377190849,nircam6
9803,7663.604,3698.6931,30.1644,0.1083,29.9297,0.1177,0.668,0.1475237,0.01470747,0.1831176,0.019844,214.820151,52.8240855,10.030528704121103,nircam6
9863,8278.7168,3723.1177,29.3149,0.0887,29.4564,0.0764,0.24,0.3225771,0.02634774,0.2831618,0.0199098,214.8144083,52.8203074,12.243065249619132,nircam6
9870,7309.3789,3722.8196,30.3243,0.1012,29.8799,0.1126,0.401,0.1273203,0.01186815,0.1917096,0.0198744,214.8230567,52.8264669,10.727897776822841,nircam6
9872,7310.1597,3730.8936,29.6107,0.0946,29.6122,0.088,0.112,0.245665,0.02139561,0.2453106,0.01987946,214.8229648,52.8265055,11.48202832263254,nircam6
9929,7319.502,3750.3694,30.4751,0.1077,30.4746,0.1946,0.178,0.1108073,0.01098777,0.1108534,0.01985921,214.8226766,52.8265511,10.084603154234209,nircam6
9984,3256.2949,3780.6555,30.0026,0.1499,29.9601,0.1213,0.115,0.1712252,0.02363009,0.1780644,0.01988958,214.8586232,52.8525336,7.246066350149322,nircam6
9997,3907.7305,3781.5969,30.1798,0.1286,30.2517,0.1584,0.635,0.145446,0.0172278,0.1361265,0.01985921,214.8527962,52.8483999,8.442517326646465,nircam6
10009,10282.5371,3799.1064,26.6021,0.0116,28.1035,0.022,0.226,3.924238,0.04207995,0.9844382,0.01989969,214.7957453,52.8079784,93.25671727271539,nircam6
10066,7483.1938,4019.1992,29.6345,0.0907,29.6891,0.0942,0.498,0.2403253,0.02006083,0.2285468,0.01982371,214.8183887,52.8269595,11.979828352067186,nircam6
10143,6876.5112,4600.4263,30.457,0.1144,30.5725,0.213,0.211,0.1126685,0.01186815,0.101302,0.01986427,214.8176857,52.8339481,9.493349848122918,nircam6
10197,9260.5566,4623.7285,27.1533,0.0102,27.1899,0.0094,0.119,2.36212,0.02220327,2.283746,0.01986427,214.7961805,52.8189184,106.38613141217488,nircam6
10221,1571.6907,4347.8301,30.1661,0.1281,30.2716,0.1614,0.314,0.1472919,0.01737319,0.1336458,0.01986427,214.8677035,52.8662943,8.478114842467043,nircam6
10232,9034.2646,3822.9182,30.0762,0.0888,30.2851,0.1638,0.595,0.1600019,0.01307806,0.1319972,0.01990475,214.8066218,52.8160424,12.234375740744422,nircam6
10254,8581.5264,3816.7441,28.5142,0.0427,29.0859,0.0542,0.018,0.6744321,0.02653798,0.3983471,0.01987946,214.8107234,52.8188871,25.413844610629745,nircam6
10358,9336.9932,3905.7966,30.0071,0.1125,30.1365,0.1422,0.708,0.1705122,0.01766037,0.151363,0.01982371,214.8030512,52.8145645,9.655075176794144,nircam6
10362,10324.376,4201.1895,29.3865,0.0684,29.1667,0.0584,0.345,0.3019925,0.01903137,0.3697621,0.0198744,214.7911433,52.8098785,15.868142966060773,nircam6
10408,6032.5039,4624.9375,29.9725,0.0553,29.61,0.0879,0.775,0.1760326,0.008971475,0.245818,0.01989969,214.8249579,52.8394446,19.62136660916962,nircam6
10466,4204.1821,4540.1519,29.9067,0.1135,30.2207,0.1542,0.382,0.1870342,0.01955288,0.1400631,0.01988452,214.8421684,52.8506064,9.565557605836071,nircam6
10475,8205.167,4274.9302,29.0565,0.0767,29.0037,0.0502,0.049,0.4092648,0.02889734,0.429648,0.01986934,214.8092597,52.8237485,14.162715322586784,nircam6
10500,3743.7737,4391.5112,28.2597,0.0563,28.7702,0.0405,0.001,0.8525548,0.04417939,0.5327318,0.01986427,214.8478431,52.8527304,19.29756839105293,nircam6
10563,7013.937,4574.2368,29.1256,0.0863,29.4241,0.074,0.067,0.3840183,0.03050631,0.2917309,0.0198744,214.8167353,52.8329334,12.588159629925743,nircam6
10673,5983.7119,4396.4014,30.4104,0.0775,29.7831,0.1029,0.582,0.1176129,0.008392046,0.209593,0.01985414,214.8277978,52.8385228,14.014806401204188,nircam6
10711,7349.7271,4606.9722,30.4749,0.1163,30.053,0.132,0.524,0.1108255,0.01186815,0.1634658,0.0198744,214.8133957,52.8309755,9.338060270556069,nircam6
10720,5990.6714,4579.3853,30.8266,0.1053,30.3136,0.1679,0.66,0.08016469,0.007769525,0.1285737,0.0198744,214.8258105,52.8394649,10.31783667598727,nircam6
10768,7933.5586,4614.4839,29.4143,0.0707,29.2897,0.0653,0.372,0.294378,0.01916308,0.330156,0.01986427,214.8081096,52.8273047,15.361726820531981,nircam6
10788,5983.8281,4392.1572,29.7625,0.0684,29.3865,0.0715,0.674,0.2135954,0.01345721,0.3019872,0.01987946,214.8278414,52.8384992,15.872190446608174,nircam6
10883,6292.2202,4620.6943,30.0068,0.1097,30.1587,0.1454,0.4,0.1705699,0.0172278,0.1482994,0.01985414,214.8226852,52.837771,9.900852111122719,nircam6
10901,8302.3701,4350.4243,29.4921,0.0641,29.5047,0.0797,0.759,0.2740073,0.01617356,0.2708477,0.0198744,214.8075987,52.8235374,16.94168136143187,nircam6
10949,3031.6619,4513.6064,28.6178,0.0368,28.6218,0.0353,0.223,0.6130565,0.02079951,0.6107712,0.01986427,214.8529175,52.8579133,29.474564545030148,nircam6
10999,1686.2802,4509.5913,28.6181,0.0383,28.6829,0.0374,0.007,0.612878,0.02162944,0.5773771,0.01985921,214.8649775,52.8664389,28.335361433305717,nircam6
11034,3288.4155,4528.1724,30.2452,0.1096,29.5719,0.0848,0.477,0.1369438,0.01382597,0.2545827,0.01987946,214.8504713,52.8563605,9.904824037662458,nircam6
11057,2327.7834,4224.3647,27.2856,0.0239,27.9786,0.0195,0.008,2.091145,0.04607444,1.104519,0.0198744,214.862248,52.8608253,45.38622715761711,nircam6
11087,2149.9971,4527.6206,29.928,0.1142,29.8595,0.1104,0.034,0.1833988,0.01929389,0.1953561,0.01985921,214.8606451,52.8635902,9.505537763509587,nircam6
11174,918.7338,4495.9834,28.5275,0.053,28.8892,0.0452,0.041,0.6661924,0.03250226,0.4774504,0.01986934,214.871979,52.8712412,20.496802376203995,nircam6
11237,9516.3428,4133.8169,29.5798,0.0914,29.4654,0.0768,0.44,0.2527503,0.02127772,0.2808264,0.01986427,214.799054,52.8146529,11.878636432850888,nircam6
11263,9036.3447,4316.8242,29.254,0.0525,29.0239,0.0512,0.634,0.3412149,0.01648165,0.4217282,0.01988452,214.8014079,52.8186904,20.702714837410088,nircam6
11353,6021.7925,4624.8965,29.3393,0.0598,29.1514,0.0575,0.672,0.3154268,0.01737319,0.3750299,0.019844,214.8250539,52.8395124,18.155951785480962,nircam6
11380,7612.7803,4629.5918,30.1587,0.1102,30.0997,0.1378,0.428,0.1482955,0.01504562,0.156577,0.01986427,214.8108115,52.8294252,9.856390098912508,nircam6
11412,9901.2559,4147.9785,26.8587,0.0227,28.6002,0.0347,0.0,3.098425,0.0647331,0.6230492,0.01988452,214.7954741,52.812282,47.8646164018099,nircam6
11538,6520.8955,3952.6506,28.8172,0.0721,29.2752,0.0646,0.051,0.5101725,0.03386658,0.3345886,0.01989464,214.8276731,52.832717,15.064187172132527,nircam6
11564,997.9412,4293.2363,28.8973,0.0591,29.0235,0.0512,0.024,0.4739109,0.0257686,0.4218886,0.01987946,214.8734048,52.8696444,18.39102240711564,nircam6
11565,263.6384,4421.8291,28.1189,0.0415,29.04,0.052,0.071,0.9706268,0.03705828,0.4155249,0.01988452,214.8786141,52.8750022,26.191900973277768,nircam6
11671,6000.0513,4622.2314,30.2116,0.0991,29.6504,0.0912,0.704,0.1412409,0.0128843,0.2368402,0.01988452,214.825276,52.8396362,10.962248628175377,nircam6
11676,2352.2864,4246.105,28.553,0.0623,29.1877,0.0597,0.037,0.6507697,0.03732878,0.3626816,0.01992496,214.8618003,52.8607869,17.43345750919264,nircam6
11685,10322.7109,4230.7393,28.9591,0.0544,29.0602,0.053,0.711,0.4476614,0.02242869,0.407882,0.01989969,214.7908473,52.8100483,19.95931996028301,nircam6
11722,8125.6636,3793.0886,28.4027,0.0579,28.8803,0.0449,0.002,0.7473302,0.03987011,0.4813781,0.0199098,214.8150372,52.8216573,18.74412184967636,nircam6
11800,490.0555,3914.0669,28.7904,0.065,29.1852,0.0594,0.082,0.5229471,0.03131996,0.3635356,0.01988958,214.8819335,52.8708248,16.696927454568907,nircam6
11812,6908.2666,4628.3701,29.5062,0.0715,29.4681,0.077,0.603,0.2704636,0.01780222,0.280133,0.01986934,214.8171084,52.8338968,15.192689451090933,nircam6
11813,5991.8745,3883.6484,28.7687,0.0508,29.106,0.0552,0.562,0.5335088,0.02497553,0.3910302,0.0198744,214.8331193,52.835707,21.361260401681168,nircam6
11820,5981.7871,4509.3486,29.3672,0.0629,29.455,0.0762,0.772,0.3074169,0.01780222,0.2835415,0.01988452,214.8266266,52.8391439,17.26845865290958,nircam6
11859,7021.9556,4067.1895,29.8627,0.1016,29.7634,0.1011,0.62,0.1947785,0.01822115,0.2134217,0.0198744,214.8219981,52.8301498,10.689693021571086,nircam6
11911,9623.7705,3810.7202,29.9029,0.0971,29.5989,0.0869,0.563,0.1876959,0.01678409,0.2483414,0.0198744,214.8014948,52.8122291,11.18296553462237,nircam6
11913,10317.8457,4194.4111,27.8741,0.026,28.7426,0.0395,0.135,1.216108,0.02915729,0.5464835,0.0198744,214.7912728,52.8098835,41.70854012838642,nircam6
490,4015.4688,553.5504,35.5175,0.0664,36.0845,0.086,0.348,0.001065677,6.515129e-05,0.0006321478,5.00596e-05,215.1468651,52.9518812,16.35695931730592,nircam7
544,3950.2471,572.7075,37.5375,0.1433,35.7334,0.0623,0.351,0.0001658164,2.187977e-05,0.0008734463,5.007234e-05,215.1472504,52.952398,7.57852573404565,nircam7
875,9183.3643,644.0376,35.7182,0.0459,35.0898,0.0344,0.001,0.0008857737,3.747344e-05,0.001580061,5.011057e-05,215.0994738,52.9196426,23.637373563782774,nircam7
894,9079.9395,661.4934,37.417,0.1325,35.7009,0.0605,0.354,0.0001852719,2.259733e-05,0.0009000059,5.012331e-05,215.1002192,52.9203923,8.198840305469716,nircam7
6259,8592.3262,2192.8374,25.5168,0.0,27.2586,0.0,0.402,10.66306,0.0003065772,2.143816,5.002133e-05,215.0885052,52.9317717,34780.99480326652,nircam7
15451,8585.7676,4864.4062,33.5149,0.0034,31.918,0.0019,0.734,0.006740039,2.113787e-05,0.02933777,5.00596e-05,215.0604736,52.9462716,318.86084075642435,nircam7
16131,8613.9062,5121.1309,36.3161,0.1277,36.7074,0.1529,0.345,0.0005107161,6.005323e-05,0.0003561478,5.014877e-05,215.0575206,52.9474823,8.50439018850443,nircam7
483,1532.6652,549.8776,37.6451,0.1209,35.5187,0.0456,0.086,0.0001501594,1.671053e-05,0.001064445,4.470299e-05,215.0764977,52.9036156,8.985914869247114,nircam8
527,1416.3892,563.1777,36.7032,0.0631,35.0447,0.0294,0.028,0.0003575332,2.077392e-05,0.001647192,4.464616e-05,215.0774013,52.9044244,17.210675693369378,nircam8
602,1556.2321,600.9504,36.105,0.0353,34.4593,0.0172,0.671,0.0006203225,2.015366e-05,0.002824165,4.46689e-05,215.0757497,52.9037427,30.779644987560573,nircam8
905,6560.9912,679.8156,36.0126,0.0334,34.4332,0.0167,0.404,0.0006753971,2.077392e-05,0.002892957,4.460065e-05,215.0300473,52.8724471,32.511779192371975,nircam8
5132,10868.209,1992.7531,35.8854,0.0353,34.4198,0.0166,0.532,0.0007593543,2.46831e-05,0.002928744,4.465753e-05,214.9776892,52.8522275,30.764138216026346,nircam8
14442,4990.4922,4466.9727,37.2151,0.0981,35.2642,0.036,0.426,0.000223128,2.015366e-05,0.001345611,4.461203e-05,215.00432,52.9028825,11.071338903206664,nircam8
15707,4179.5942,4947.7446,31.9237,0.0009,31.0471,0.0007,0.653,0.0291818,2.416339e-05,0.06542844,4.463479e-05,215.0065327,52.9106242,1207.6865042529216,nircam8
534,4146.5273,553.2044,36.4215,0.0989,36.361,0.0963,0.348,0.0004634389,4.219856e-05,0.0004900318,4.3435e-05,214.9600014,52.8244151,10.982339207783395,nircam9
546,2285.3269,559.6107,37.8693,0.1689,36.0775,0.0742,0.349,0.0001221455,1.899886e-05,0.0006362257,4.346823e-05,214.976577,52.8362587,6.429096272092115,nircam9
561,2255.7144,568.1537,38.0559,0.2136,36.3986,0.0997,0.347,0.000102856,2.022583e-05,0.0004733518,4.345716e-05,214.9767521,52.8364927,5.085378449240402,nircam9
582,4096.0298,569.0259,35.6668,0.0414,35.2199,0.0337,0.0,0.0009287282,3.537394e-05,0.001401616,4.346823e-05,214.9602867,52.824821,26.254587416612345,nircam9
641,4056.1785,597.3151,35.641,0.0412,35.2491,0.0346,0.084,0.0009510981,3.604779e-05,0.001364487,4.3435e-05,214.9603459,52.8252267,26.38436642024379,nircam9
2185,4437.6201,1131.7019,30.1607,0.0003,30.2302,0.0003,0.748,0.1480169,4.045165e-05,0.1388465,4.342392e-05,214.951324,52.8256926,3659.106612462038,nircam9
4703,7370.2358,1849.6409,31.6777,0.001,32.1494,0.002,0.731,0.03660449,3.253929e-05,0.02370497,4.35125e-05,214.9175818,52.8109548,1124.9320436924102,nircam9
4719,5073.666,1856.6689,35.1868,0.0354,35.3648,0.0385,0.09,0.001445074,4.705174e-05,0.001226535,4.350143e-05,214.9380247,52.8255711,30.71244549085751,nircam9
15694,6625.1836,5064.2222,36.5968,0.0844,36.118,0.077,0.634,0.0003943508,3.063473e-05,0.0006129362,4.345716e-05,214.8904585,52.8330344,12.87267098485934,nircam9
15834,9366.4795,5123.082,37.1423,0.1814,36.9484,0.1658,0.33,0.0002386167,3.985233e-05,0.0002852539,4.355672e-05,214.8653665,52.8159403,5.987521934100214,nircam9
16114,3550.4604,5251.1147,36.7924,0.1294,36.5639,0.1163,0.347,0.0003293443,3.924387e-05,0.0004065052,4.353461e-05,214.9159669,52.8535666,8.392248267054192,nircam9
69,3876.979,187.8342,29.0064,0.0603,29.5629,0.0892,0.529,0.4285855,0.02377752,0.2567062,0.02107498,214.8642767,52.7602072,18.024819241031025,nircam10
86,3781.1057,187.5284,29.4768,0.0623,29.135,0.0602,0.704,0.2779051,0.01595044,0.3807226,0.02110179,214.8651344,52.7608146,17.423036605886736,nircam10
125,1767.7188,189.9251,28.9205,0.0622,29.8103,0.1121,0.636,0.4638729,0.02658407,0.2044003,0.02110179,214.8830592,52.7736163,17.449280715857277,nircam10
172,4442.8755,193.3806,30.2949,0.086,30.0815,0.1437,0.665,0.130811,0.01036438,0.1592237,0.02106962,214.8591754,52.7566421,12.621208408028268,nircam10
325,6200.4575,274.499,29.1368,0.0719,29.0635,0.0563,0.728,0.380102,0.02516376,0.4066414,0.02109643,214.8426662,52.7459125,15.10513532158946,nircam10
386,8403.9951,305.0,30.2233,0.1345,29.8504,0.1158,0.377,0.1397307,0.01731029,0.1969885,0.0210105,214.8227269,52.7320735,8.072117798142031,nircam10
445,9786.0176,321.0505,30.1631,0.1249,30.1082,0.1473,0.376,0.1476927,0.01698054,0.1553589,0.02106962,214.81026,52.7233756,8.697762261977536,nircam10
525,5995.1353,368.518,27.949,0.042,29.4273,0.0788,0.375,1.135014,0.043908,0.290868,0.02110179,214.843508,52.7477241,25.849822355834924,nircam10
537,5999.1763,376.6861,27.1383,0.028,29.6649,0.0979,0.364,2.394984,0.06168421,0.2337009,0.02105888,214.8433863,52.7477424,38.8265327544926,nircam10
946,4482.4316,561.7186,29.2482,0.0598,29.0618,0.0562,0.53,0.3430207,0.01887282,0.4072832,0.02106962,214.8549562,52.7583771,18.175381315563865,nircam10
987,2258.907,585.4653,29.567,0.0947,29.493,0.0837,0.586,0.255735,0.02230529,0.2737782,0.02110179,214.8745265,52.7726303,11.465217443933703,nircam10
990,4478.4795,612.9282,26.621,0.0209,28.767,0.0429,0.002,3.856591,0.07413096,0.5343325,0.02110179,214.8544538,52.7586784,52.02402612889406,nircam10
1052,4483.439,615.4457,29.3217,0.0669,29.2043,0.0641,0.478,0.3205599,0.01975109,0.3571944,0.02109107,214.8543832,52.7586605,16.229985281824955,nircam10
1252,2545.8457,699.3519,29.3973,0.0702,29.1557,0.0613,0.465,0.2990018,0.01931695,0.373536,0.02108035,214.8707723,52.771422,15.478727231783486,nircam10
1434,2547.9695,797.056,28.8482,0.0762,29.5333,0.0868,0.754,0.4958054,0.03478351,0.2638097,0.02107498,214.8697276,52.7719355,14.254035892294942,nircam10
1453,2258.4771,803.0319,29.4654,0.0853,29.3784,0.0752,0.37,0.2808214,0.02205036,0.3042576,0.02106425,214.8722459,52.7738067,12.735456473272999,nircam10
1495,2550.8296,824.574,30.2806,0.1185,29.9094,0.1226,0.382,0.1325471,0.0144633,0.1865662,0.02106962,214.8694131,52.7720658,9.16437465861871,nircam10
1543,2885.1858,857.1976,27.481,0.0359,28.4818,0.0329,0.0,1.746729,0.05770642,0.6948699,0.02102126,214.8660897,52.7701178,30.26923174232607,nircam10
1568,2911.7383,856.8195,28.1656,0.0542,29.648,0.0964,0.369,0.9297608,0.04641186,0.2373591,0.02106425,214.865857,52.7699471,20.032827815993585,nircam10
1625,1296.8705,880.1383,29.3088,0.0755,29.543,0.0876,0.27,0.3244139,0.02255733,0.2614575,0.02108035,214.8800115,52.7803305,14.381750854378598,nircam10
1719,2915.0591,947.7826,26.4518,0.0213,28.1355,0.0239,0.0,4.506976,0.08836155,0.955892,0.02105351,214.8648723,52.7704166,51.00607673812875,nircam10
1804,2789.9253,961.1367,29.4921,0.0919,29.7315,0.1042,0.348,0.2740123,0.02317546,0.2197819,0.02108035,214.8658476,52.7712835,11.8233812834783,nircam10
1833,8136.0405,984.2868,28.2815,0.0413,28.728,0.0413,0.009,0.8356078,0.03181215,0.5538495,0.02106425,214.8179815,52.7374376,26.26693888970095,nircam10
1884,2253.7683,1022.7653,27.9172,0.0357,28.5435,0.0349,0.524,1.168774,0.03841376,0.6564462,0.02107498,214.8699807,52.7750218,30.425920295227545,nircam10
1910,2140.6746,1017.5954,30.0735,0.072,29.9372,0.1257,0.709,0.1604,0.01063363,0.1818492,0.02104814,214.8710434,52.7757123,15.084218653460765,nircam10
1982,2622.0046,1037.6273,30.2113,0.1404,30.0847,0.1441,0.375,0.1412861,0.01826386,0.1587618,0.02105888,214.8665415,52.7727628,7.735829118269632,nircam10
1999,2319.2092,1045.2052,29.6903,0.0876,29.8326,0.114,0.357,0.2283008,0.01841799,0.2002559,0.02102664,214.8691616,52.7747272,12.395532845875147,nircam10
2065,2352.991,1068.0508,29.8768,0.0996,29.4892,0.0833,0.088,0.1922523,0.01763388,0.2747405,0.02106962,214.8686205,52.7746358,10.902438941401437,nircam10
2163,2325.7261,1113.8654,28.5422,0.0514,28.8163,0.0448,0.552,0.6572395,0.03109314,0.5106105,0.02108035,214.8683825,52.7750561,21.137765436363132,nircam10
2165,2299.5662,1104.189,30.3003,0.0951,30.0231,0.1362,0.466,0.1301654,0.0114033,0.1680172,0.02106425,214.8687173,52.7751701,11.414713284750905,nircam10
2175,3130.0276,1106.6705,29.7958,0.1072,29.7836,0.1092,0.538,0.207143,0.02045419,0.2094886,0.02106425,214.8612877,52.7699079,10.127167098770471,nircam10
2234,3349.7952,1123.5353,30.6222,0.0962,29.7154,0.1026,0.694,0.09677063,0.008573106,0.2230683,0.02106962,214.8591516,52.7686027,11.287697830867831,nircam10
2264,2307.4126,1146.9088,28.2529,0.057,28.9087,0.0488,0.001,0.857924,0.04505197,0.4689331,0.02105351,214.8681988,52.7753507,19.042985245706237,nircam10
2371,2286.6089,1168.269,29.3918,0.0773,29.3282,0.0718,0.629,0.3005185,0.02139977,0.3186729,0.02106425,214.86816,52.775598,14.04307149095528,nircam10
