pointing,source_id,filter,x_image,y_image,flux_ujy,sex_snr,nmad_snr,local_rms_snr,weighted_rms_snr,global_stats_snr,sex_flux,nmad_flux,nmad_error,local_rms_error,weighted_rms_error,global_stats_error
nircam1,8216,F115W,4045.8096,3306.4631,0.007515550596560155,13.838555342232151,0,10.759293211537944,3.9947685327737465,9.431131843408274,0.3552782,,,0.033020589086559166,0.08893587440252304,0.03767079136406258
nircam1,8216,F150W,4045.8096,3306.4631,0.026363537675190403,40.962968368006315,0,24.95575662666354,12.855560752860999,2.8350538556082716,1.246268,,,0.049939098967989086,0.09694389253854752,0.4395923546689057
nircam1,8216,F200W,4045.8096,3306.4631,0.02564451364056886,50.20042436961567,0,28.05072971938824,14.907164802417842,22.670944805313983,1.212278,,,0.043217342726099985,0.0813218355178833,0.05347276041693007
nircam1,8216,F277W,4045.8096,3306.4631,0.027121125428997445,63.91193073620696,0,37.535572982088574,17.03552387666817,23.959727499065174,1.282081,,,0.03415642544238742,0.075259268283844,0.053509832282108476
nircam1,8216,F356W,4045.8096,3306.4631,0.025937432905276257,58.073308893877815,0,34.03698870004422,17.50938116839556,56.306226391636116,1.226125,,,0.03602331013490647,0.07002674788236618,0.021776010906355676
nircam1,8216,F410M,4045.8096,3306.4631,0.02869250708135967,29.087884887494834,0,24.250620618676805,9.131604016749895,13.965660626627763,1.356364,,,0.0559311046644054,0.1485351324081421,0.09712136333986776
nircam1,8216,F444W,4045.8096,3306.4631,0.03293559504512619,41.7063900357584,0,26.97207939899737,14.811668918557581,41.26412384134091,1.556945,,,0.057724322139503875,0.105116106569767,0.037731202193614935
nircam1,11572,F606W,8591.9551,3900.0911,0.00546451488671243,4.429789053823793,0,4.1574129432941636,2.1326024540680097,0.10836664073189703,0.05987201,,,0.014401266079803918,0.02807462215423584,0.5524948415456147
nircam1,11572,F814W,8591.9551,3900.0911,0.00863357720184316,5.198075327174185,0,5.174671637950846,2.7130738727313193,0.04269368274377742,0.05662409,,,0.010942547462281677,0.02087082341313362,1.3262873184265869
nircam1,11572,F115W,8591.9551,3900.0911,0.012894116915771614,23.736186024631994,0,26.365310219260607,6.8528810182143305,16.180599820939495,0.609536,,,0.023118863192996553,0.08894594758749008,0.03767079136406258
nircam1,11572,F150W,8591.9551,3900.0911,0.03456625017042191,53.69444870713437,0,57.23316028420852,16.403710670568707,3.717148359485748,1.63403,,,0.028550406650370713,0.09961344301700592,0.4395923546689057
nircam1,11572,F200W,8591.9551,3900.0911,0.021648398480691916,42.36702088021819,0,43.060843802243014,14.06351059954729,19.138192829783087,1.023372,,,0.0237657210039784,0.07276789098978043,0.05347276041693007
